242560.15028787157, 0.921019484197007
994573.588228222, 0.2531132714935502
3977180.622139658, 0.03713560230989144
16212551.1830691, 0.011868975517479972
64699068.11108671, 0.020210421891449323
128872956.78191364, 0.020728169622269255
247144467.92978132, 0.02025300675567955
492055422.8148013, 0.01906850201271596
951463925.2989054, 0.01682853210590101
1878256005.2840226, 0.0144460093991981
3653584029.721387, 0.011376755137933226
7141327894.320317, 0.008310686783184331
14007311441.562016, 0.005281174487907676
27731008433.7784, 0.0024362187170949247
53787524699.00239, 0.0009476361544882322
