-1	1.27043e-08	
-0.913278	1.65651e-08	
-0.826556	1.60174e-07	
-0.408409	5.69068e-07	
-0.407307	5.29687e-07	
-0.406205	4.90709e-07	
0.1793	-3.66948e-06	
0.179613	-3.66947e-06	
0.179926	-3.66948e-06	
0.616516	4.62227e-07	
0.622819	3.25481e-07	
0.629122	2.08297e-07	
0.7111	-4.51875e-08	
0.741775	-3.31296e-08	
0.77245	-2.21603e-08	
0.676104	-7.92043e-08	
0.693602	-6.05748e-08	
0.7111	-4.51875e-08	
0.864779	-1.62656e-09	
0.926056	8.41955e-10	
0.987332	2.09749e-09	
0.987332	2.09749e-09	
1.09347	1.51082e-09	
1.19961	7.49204e-11	
1.19961	7.49204e-11	
1.36632	-1.65838e-10	
1.53303	1.30754e-10	
-0.578462	-9.99042e-07	
-0.577335	-1.02969e-06	
-0.576209	-1.12477e-06	
0.10606	3.54497e-07	
0.106662	3.54481e-07	
0.107265	3.54427e-07	
0.649678	-8.64658e-09	
0.662891	-6.32669e-08	
0.676104	-7.92043e-08	
0.629122	2.08297e-07	
0.6394	7.6295e-08	
0.649678	-8.64658e-09	
-0.826556	1.60174e-07	
-0.765898	4.15011e-07	
-0.705241	6.48167e-07	
1.53303	1.30754e-10	
1.76651	9.07379e-11	
2	-2.38914e-10	
0.441906	-2.17139e-07	
0.446399	-2.07567e-07	
0.450892	-1.90559e-07	
-0.581208	-1.00649e-06	
-0.579835	-9.5739e-07	
-0.578462	-9.99042e-07	
-0.536659	-1.01671e-06	
-0.536002	-1.01671e-06	
-0.535346	-1.01677e-06	
0.549366	-3.22443e-07	
0.552136	-2.27357e-07	
0.554907	-1.3939e-07	
-0.574002	-1.12524e-06	
-0.572834	-9.92428e-07	
-0.571665	-1.0405e-06	
-0.262729	3.58772e-07	
-0.262083	3.58516e-07	
-0.261437	3.58756e-07	
-0.13786	-4.28588e-07	
-0.137466	-4.21916e-07	
-0.137072	-4.07851e-07	
0.345694	1.2383e-06	
0.345861	1.23671e-06	
0.346028	1.23513e-06	
0.0603857	3.51754e-07	
0.0613639	3.52509e-07	
0.0623422	3.52825e-07	
-0.174994	9.77986e-08	
-0.174058	9.01995e-08	
-0.173121	8.94084e-08	
0.226127	1.49327e-06	
0.226311	1.53065e-06	
0.226496	1.56553e-06	
0.544525	-4.70922e-07	
0.546945	-3.96174e-07	
0.549366	-3.22443e-07	
0.171054	-3.66949e-06	
0.171366	-3.66949e-06	
0.171678	-3.66949e-06	
0.294981	3.20132e-06	
0.295127	3.20927e-06	
0.295272	3.21715e-06	
-0.349496	-1.50504e-06	
-0.349038	-1.50503e-06	
-0.348581	-1.50504e-06	
0.494567	-6.41523e-07	
0.4962	-6.97369e-07	
0.497832	-7.54016e-07	
0.434959	-2.03164e-07	
0.438432	-2.12209e-07	
0.441906	-2.17139e-07	
-0.576209	-1.12477e-06	
-0.575105	-9.49943e-07	
-0.574002	-1.12524e-06	
0.540051	-5.9772e-07	
0.542288	-5.33994e-07	
0.544525	-4.70922e-07	
0.596196	7.62081e-07	
0.597014	7.63203e-07	
0.597831	7.6272e-07	
0.571413	3.63166e-07	
0.572684	3.97254e-07	
0.573955	4.29285e-07	
-0.0943498	7.62036e-07	
-0.0938094	7.89434e-07	
-0.093269	8.47793e-07	
0.376392	5.82413e-07	
0.376517	5.78866e-07	
0.376641	5.75573e-07	
0.181622	-3.66946e-06	
0.182031	-3.66946e-06	
0.18244	-3.66946e-06	
0.450892	-1.90559e-07	
0.456032	-1.62586e-07	
0.461171	-1.3333e-07	
0.211801	-3.66593e-06	
0.211908	-3.66597e-06	
0.212014	-3.66603e-06	
0.209655	-3.66765e-06	
0.210015	-3.66739e-06	
0.210374	-3.66704e-06	
0.337474	1.31029e-06	
0.337743	1.30803e-06	
0.338013	1.30583e-06	
0.0513808	3.56686e-07	
0.052018	3.46243e-07	
0.0526552	3.48948e-07	
0.101272	3.54591e-07	
0.101949	3.54572e-07	
0.102626	3.54591e-07	
-0.0623391	8.52872e-09	
-0.0612949	1.88932e-08	
-0.0602506	3.32491e-08	
-0.388745	-1.83254e-07	
-0.387142	-2.52706e-07	
-0.385539	-3.28744e-07	
-0.472932	3.11587e-06	
-0.471888	2.95651e-06	
-0.470844	2.82077e-06	
-0.150562	-3.73881e-07	
-0.150133	-3.74085e-07	
-0.149705	-3.74632e-07	
0.330225	1.36932e-06	
0.330388	1.36767e-06	
0.330552	1.36607e-06	
-0.32652	-1.50512e-06	
-0.325997	-1.5051e-06	
-0.325474	-1.50517e-06	
0.416168	-1.949e-08	
0.418358	-4.68678e-08	
0.420548	-7.28856e-08	
0.425342	-1.27994e-07	
0.4276	-1.50683e-07	
0.429858	-1.70116e-07	
